[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-28 08:49:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-28 08:49:50] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389\
[2024-10-28 08:49:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://mongol-tori.local/
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503ec607c-2bbGSV.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:06] [class-ss-page.php:119] Checking Content Identical:bb17f2e0ea45bef0e022c53b2f757d95fea01b7b===. Value: FALSE
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css
[2024-10-28 08:50:06] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 659
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503ed4103-Nzlta9.tmp
[2024-10-28 08:50:06] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?simply_static_page=113
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?simply_static_page=113
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:103] Filesize: 155 bytes
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503ed4103-Nzlta9.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:06] [class-ss-page.php:119] Checking Content Identical:53e27a4ca78f4d4ce16cf36554bf914d5e1e3e8e===. Value: FALSE
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css
[2024-10-28 08:50:06] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 659
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503eeb10a-VLcp2d.tmp
[2024-10-28 08:50:06] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css?simply_static_page=114
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css?simply_static_page=114
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:103] Filesize: 184 bytes
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css
[2024-10-28 08:50:06] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503eeb10a-VLcp2d.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css
[2024-10-28 08:50:06] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:a8225cb3a49d42ea1a9990dd2fcbc244fd6cc644===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f033fb-9bW5bO.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?simply_static_page=115
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?simply_static_page=115
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 146 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f033fb-9bW5bO.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:cac15fdcefc0f1912a6c56d1a46d6570182f3be1===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/swing.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f0de8c-7crpfr.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/swing.css?simply_static_page=116
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/swing.css?simply_static_page=116
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/swing.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f0de8c-7crpfr.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/swing.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:c5119affdae742075fbda09df63575fc91ce2b5e===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f1ab9b-nQ2aAT.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css?simply_static_page=117
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css?simply_static_page=117
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 252 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f1ab9b-nQ2aAT.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:0ec0b263cb0098277016da19c7dd97e06bb0dfb4===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f2ccc4-NJ7HYj.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css?simply_static_page=118
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css?simply_static_page=118
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 351 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/tada.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f2ccc4-NJ7HYj.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:78dabd08731f2fc9990e23e85636c127baadb9d0===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f3de80-S39wUw.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css?simply_static_page=119
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css?simply_static_page=119
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 267 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f3de80-S39wUw.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:13d63bc6e9a885a4c6758c0ac50ba10319818398===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f4cdb3-5bQDVw.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css?simply_static_page=120
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css?simply_static_page=120
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 454 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f4cdb3-5bQDVw.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:54f41287257c5277dbc232cdd986efa11e49f632===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f5d0b8-M0idKP.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css?simply_static_page=121
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css?simply_static_page=121
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 357 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f5d0b8-M0idKP.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:4836e28feca73f643e4843687e9f646119eca697===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f6b996-Ao3cTZ.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css?simply_static_page=122
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css?simply_static_page=122
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 145 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f6b996-Ao3cTZ.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:52405cbe2044f0a1c81ebc93b3648434b633addf===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f78fe2-HRECDV.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?simply_static_page=123
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?simply_static_page=123
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 106 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f78fe2-HRECDV.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:47eaf7b16cc7a2b5d729cdfcc7b38042e02d43b3===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f88785-UJ9nsL.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css?simply_static_page=124
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css?simply_static_page=124
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 386 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f88785-UJ9nsL.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:ca18b3c9af802e29e6c851ff87d654484d27887c===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503f981b6-bERN3I.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css?simply_static_page=125
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css?simply_static_page=125
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 320 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503f981b6-bERN3I.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:67c8a9ad5cf7ef48e034acf0c11a60900f618d23===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503fa4f36-N13e3y.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css?simply_static_page=126
